TIMESTAMP,RECORD,program_signature,CR1000X_batt_volt_Min,VOLT116_batt_volt_Min,CR1000X_Panel_T_Avg,VOLT116_Panel_T_1_Avg,VOLT116_Panel_T_2_Avg,VOLT116_Panel_T_3_Avg,VOLT116_Panel_T_4_Avg,SM50_1_Avg,SM50_1_Std,SM50_2_Avg,SM50_2_Std,Tair_Avg,RH_Avg,PVWspeed_Avg,PVWdir_Avg,PVWdir_STD,Precip_Tot,Albd_Inc_Avg,Albd_Ref_Avg,Rpar_Avg,Lbar_1_Avg,Lbar_2_Avg,Q7_Rn_Avg,HF_1_Avg,HF_2_Avg,HF_3_Avg,HF_4_Avg,IRTob_tgt_Avg,IRTob_bdy_Avg,IRTnd_tgt_Avg,IRTnd_bdy_Avg,SST_20_1_Avg,SST_80_1_Avg,SST_20_2_Avg,SST_80_2_Avg,SST_20_3_Avg,SST_80_3_Avg,SST_20_4_Avg,SST_80_4_Avg,DST_e_05_Avg,DST_e_1_Avg,DST_e_2_Avg,DST_w_05_Avg,DST_w_1_Avg,DST_w_2_Avg,DST_ex_05a_Avg,DST_ex_1a_Avg,DST_ex_2a_Avg,DST_ex_05b_Avg,DST_ex_1b_Avg,DST_ex_2b_Avg,SM250_Drain_Avg,Canopy_Temp_Avg,WM_30_Avg,WM_70_Avg,WM_130_Avg,WM_190_Avg,WSWspeed_Avg,CPI_NAN_n_Tot,Albd_Inc_Avg_calibrated,Albd_Ref_Avg_calibrated,Rpar_Avg_calibrated,Lbar_1_Avg_calibrated,Lbar_2_Avg_calibrated,Q7_Rn_Avg_calibrated,HF_1_Avg_calibrated,HF_2_Avg_calibrated,HF_3_Avg_calibrated,HF_4_Avg_calibrated,SM50_1_Avg_deltaMVV,SM50_1_Avg_NSE,SM50_1_Avg_NSE_Type,SM50_2_Avg_deltaMVV,SM50_2_Avg_NSE,SM50_2_Avg_NSE_Type,SM50_1_Avg_deltaMM,SM50_1_Avg_ETa,SM50_2_Avg_deltaMM,SM50_2_Avg_ETa,SM50_1_Avg_Cumulative_ETa,SM50_2_Avg_Cumulative_ETa
2022-08-03,1399344,1328736,1307.08194,1307.48968,2178.8887,2270.65207,2246.76037,2241.0049,2237.37018,220.440425,0.1395179192,218.113431,0.1386466255,2546.46749,4774.71923,138.75753967,19974.078625,1133.65072132,0,137.7892576094,24.0934839856,6.18643016831,3.33757966193,2.2235464321,1467.6134187,-1.102331715,-3.223708409,-4.786755516,-0.5682559512,2709.03917,2643.54986,2359.36643,2523.50676,2315.39737,2346.46769,2334.89434,2340.10153,2273.81273,2302.22148,2276.65268,2480.72724,2299.02133,2243.773,2208.59452,2251.98652,2221.28607,2377.09932,0.0,0.0,0.0,0.0,0.0,0.0,38.5815471,2389.12777,0.0,0.177275743,0.0,0.0,149.3916639,0,27231.077407996425,4724.21251312659,1460.8017556430402,1118.5898236958394,848.2384929175081,16451.019827416425,-51.42377450475,-168.56771270661,-181.22656383576,-26.929649527368,0.24969100000000033,1,"auto-detected, auto-detected, Irrigation",0.24854699999999985,1,"auto-detected, auto-detected, Irrigation",-18.621275411610963,7.372113199869308,-18.535959004247893,7.335160158043783,461.43796555059345,448.1075379205969
2022-08-04,1408560,1328736,1307.28547,1307.70746,2177.12582,2269.21619,2245.287,2239.60471,2235.94994,228.659719,0.0509461987,226.27982599999999,0.0508597853,2322.07498,6675.06692,112.269343915,14608.24203,579.01764002,0,133.591450956,23.56565023632,6.284579083732,5.6676539553,2.1978974489,1343.87175529,-3.8186000399999998,-5.002450715,-6.4608641263,-2.92889788,2704.36871,2491.24658,2268.63082,2410.68229,2251.7609,2296.48766,2358.2796,2311.76284,2227.68854,2279.97344,2235.98314,2434.64204,2299.54176,2204.5843,2131.77345,2245.10279,2193.07873,2339.68735,0.0,0.0,0.0,0.0,0.0,0.0,38.58952,2291.54158,0.0,0.177350701,0.0,0.0,130.7908243,0,26401.471385685298,4620.7157002667545,1483.977659041637,1899.514223118795,838.453918806372,14919.55309184216,-178.13769186599998,-261.57814788735,-244.608315821718,-138.8004705332,-0.08604600000000007,0,,-0.08558600000000016,0,,6.41707656290165,6.41707656290165,6.382771014486452,6.382771014486452,467.8550421134951,454.49030893508336
2022-08-05,1417776,1328736,1307.34344,1307.73594,2175.33738,2267.63144,2243.71009,2238.02356,2234.37574,219.37151,0.1467338442,217.038875,0.1480820237,2611.2999,5118.40466,126.87427,17364.79036,837.643478,0,150.77546208,27.5691213847,7.0045633246342,6.303571535,2.9569025666,1365.7777851,5.776702171,-0.295227148,0.539846212,4.579204966,2876.25441,2812.90918,2477.53888,2706.51134,2291.90503,2316.10906,2376.40802,2288.68663,2254.10175,2285.24097,2277.35818,2401.63111,2283.02643,2197.56546,2108.8205,2222.9168799999998,2185.64221,2252.49483,0.0,0.0,0.0,0.0,0.0,0.0,38.5897074,2529.73974,0.0,0.177571568,0.0,0.0,166.1024955,0,29797.520868904172,5405.710037591402,1653.9875378458737,2112.64199995525,1127.999191106568,14996.015389227112,269.48315627715,-15.437427568919999,20.43857758632,217.00852333874,-0.1160960000000002,1,auto-detected,-0.11557099999999965,1,auto-detected,8.658123801764528,6.256884567258472,8.618970730203655,6.227202810151404,474.1119266807535,460.7175117452348
2022-08-06,1426992,1328736,1307.13835,1307.52589,2179.38811,2271.46771,2247.54437,2241.83075,2238.17081,211.73064,0.0789980481,209.433781,0.07910236749999999,2491.65465,5861.5022,124.76073582,20904.971985,996.6524671,0,136.4757161027,25.03288115351,6.4124289650004,2.15795947,-2.8902132702,1239.35940598,0.70605280312,-6.776605693,-6.334683936,-1.1972047100000003,2876.99888,2710.75578,2473.05315,2603.98987,2301.39738,2337.21929,2386.30009,2326.32281,2255.60914,2301.88037,2285.59624,2444.7624299999998,2326.53462,2283.31617,2266.1159,2212.22286,2261.07054,2406.63494,0.0,0.0,0.0,0.0,0.0,0.0,38.5864857,2471.75841,0.0,0.177502073,0.0,0.0,155.9916624,0,26971.48423601664,4908.408034956829,1514.1668515055444,723.2401163705,-1102.558558315896,13608.727557038525,32.93736326554801,-354.34871168697,-239.83113381696,-56.735531206900006,0.024005999999999972,1,"Rain, Rain, auto-detected, Rain",0.02389899999999967,1,"Rain, Rain, auto-detected, Rain",-1.7903021635987346,6.096692571615292,-1.7823223947282187,6.071634605816357,480.2086192523688,466.78914635105116
2022-08-07,1436208,1328736,1307.3767,1307.76397,2179.73833,2271.91536,2247.96834,2242.303,2238.6431,211.901994,0.0510223322,209.596702,0.0508162568,2253.09537,7480.57851,121.021828858,16517.158773,888.725967993,0,130.547728837,23.45458460418,6.52317014162,-3.042792565,-6.1656539802,1023.027946,-3.349558074,-4.523434144,-6.510381391,-3.345323918,2859.37206,2470.65594,2335.11682,2355.27548,2251.75874,2293.49966,2483.53263,2345.05833,2223.77599,2298.89693,2238.04569,2448.53509,2330.52422,2271.34895,2250.84342,2224.11109,2254.30801,2430.81956,0.0,0.0,0.0,0.0,0.0,0.0,38.5885713,2240.40159,0.0,0.177641569,0.0,0.0,138.4641618,0,25799.945301076612,4598.938125489786,1540.3161655407305,-1019.79192815975,-2352.073680366696,11464.338355087499,-156.25688415209999,-236.53037138976,-246.48303946325998,-158.53490047402,-0.07960199999999995,0,,-0.07932799999999984,0,,5.936500575972113,5.936500575972113,5.9160664014813085,5.9160664014813085,486.1451198283409,472.7052127525325
2022-08-08,1445424,1328736,1307.32988,1307.75614,2177.83074,2269.89269,2245.92426,2240.26755,2236.59978,205.87182,0.0334347665,203.593643,0.0335001223,2114.01838,7710.36172,121.94933442,13095.115968,679.20640337,0,98.30170278909999,18.2562299274,5.04465290114,3.600329644732,1.6266528287,1025.55768077,-10.277416814,-8.360957984,-11.01549455,-8.171281178000001,2377.96246,2229.34839,2033.30941,2208.44922,2128.35678,2194.74993,2313.34916,2232.30817,2148.87049,2223.10966,2153.19294,2274.55387,2280.26943,2200.37984,2119.66715,2201.0859,2189.7133,2268.43851,0.0,0.0,0.0,0.0,0.0,0.0,38.5887252,2142.65957,0.0,0.177465955,0.0,0.0,127.4724964,0,19427.21315457051,3579.652901883606,1191.193889546188,1206.6504804319297,620.535521092476,11491.522083425856,-479.4414943731,-437.19449298336,-417.046623663,-387.23701502542,-0.051740999999999815,0,,-0.05152499999999982,0,,3.858703001198113,3.858703001198113,3.8425943088987995,3.8425943088987995,490.00382282953905,476.5478070614313
2022-08-09,1454640,1328736,1307.27297,1307.72354,2175.25251,2267.10599,2243.16224,2237.4783,2233.84483,199.576101,0.0388108467,197.324318,0.0390416558,2278.6266,6444.03023,80.932751192,11253.04448,681.09039951,0,139.57937348,25.44293044404,7.105478612,5.5468633755,2.5194872513,1237.1487242,-2.4692796013,-5.504711285,-7.56506016,-1.7785359299999999,2630.11422,2506.95159,2170.52362,2412.9245300000002,2136.82706,2176.9209,2264.95073,2185.8784,2125.54672,2180.84871,2147.20863,2233.48519,2247.50214,2194.55374,2119.16912,2185.77931,2184.01157,2249.33598,0.0,0.0,0.0,0.0,0.0,0.0,38.5894922,2278.66272,0.0,0.177637284,0.0,0.0,104.844164,0,27584.855232823506,4988.809856066566,1677.81666465156,1859.031260298825,961.133996625924,13503.484461733162,-115.19189340064499,-287.84135309264997,-286.4131776576,-84.2848177227,-0.08321000000000023,0,,-0.08282200000000017,0,,6.205575399194005,6.205575399194005,6.176639414878567,6.176639414878567,496.20939822873305,482.7244464763099
2022-08-10,1463856,1328736,1307.34399,1307.76073,2173.69742,2265.28007,2241.33991,2235.63231,2232.01655,190.951269,0.0398079642,188.735943,0.0398716054,2331.90753,6216.39834,104.860649321,13900.94841,726.48010225,0,155.334597746,28.51235285177,10.4259370775878,5.9290110439,2.8817584361,1467.8201291,-0.48500562999999947,-3.1665846677,-4.626596899,0.34233120999999994,2622.48634,2548.3305,2302.39307,2460.32625,2199.24982,2227.73825,2257.36339,2211.71847,2170.55109,2208.33261,2194.85285,2273.07208,2221.54925,2184.53002,2117.47557,2186.50036,2175.43692,2228.75995,0.0,0.0,0.0,0.0,0.0,0.0,38.5898688,2312.88108,0.0,0.177606155,0.0,0.0,125.3383331,0,30698.53578391547,5590.657382781084,2461.876522130807,1987.1080513630848,1099.333208203428,16247.777869791511,-22.625512639499977,-165.580712274033,-175.16295859614002,16.22307604189999,-0.0939439999999998,0,,-0.09352099999999997,0,,7.0060879137348735,7.0060879137348735,6.974541724648729,6.974541724648729,503.2154861424679,489.6989882009586
2022-08-11,1473072,1328736,1307.00242,1307.46848,2180.77145,2271.49893,2247.64915,2241.89478,2238.31878,287.159192,0.5695964954,284.499588,0.5671604444,2337.6093299999998,5665.61921,105.839642655,15270.287472,676.9249486260001,0,156.474551016,28.3892161513,8.3751728892087,5.8009949838,2.8660245809,1471.2653925,-13.19730148,-7.149765417,-8.624042433,-7.2565656359999995,2610.63013,2539.05069,2255.50032,2429.93165,2174.41002,2268.3179,2246.98389,2245.29319,2155.9653,2190.32098,2174.49187,2264.9311,2244.65376,2187.40189,2119.23354,2204.05779,2173.5436,2212.56655,0.0,0.0,0.0,0.0,0.0,0.0,38.5896864,2248.69216,0.0,0.177210428,0.0,0.0,132.8659809,0,30923.822981738,5566.512931877546,1977.6295743288504,1944.20346882057,1093.331057121732,16338.045224962836,-615.654114042,-373.86123365493,-326.50624651338,-343.88864549004,1.704562,1,"Irrigation, Irrigation, auto-detected, auto-detected, Irrigation",1.6966709999999998,1,"Irrigation, Irrigation, auto-detected, auto-detected, Irrigation",-127.12159612547653,6.9919430897868695,-126.53310681559742,6.958408173256357,510.20742923225475,496.65739637421495
2022-08-12,1482288,1328736,1307.32324,1307.71053,2180.13961,2271.16073,2247.2868,2241.48613,2237.90427,359.603999,0.1704693821,356.626344,0.1701044367,2346.81367,5312.14962,55.258605781,14374.490407,510.732066284,0,157.941236058,27.444385302757,8.0380062083,0.22141866889999984,-3.914358568,1489.4133352,-9.14098873,-9.801039768,-12.5811435444,-7.0378629969999995,2693.30512,2544.60975,2204.39936,2373.52888,2165.39235,2238.53234,2389.13756,2254.53779,2155.56544,2203.76413,2170.20696,2342.564,2331.92412,2325.65401,2321.39194,2232.89072,2280.64983,2364.1915,0.0,0.0,0.0,0.0,0.0,0.0,38.5903613,2240.56592,0.0,0.177203928,0.0,0.0,78.2024992,0,31213.68167322665,5381.251982479667,1898.014405965879,74.20846688183498,-1493.2495065206401,16251.603710704818,-426.42712425450003,-512.49636946872,-476.322094590984,-333.52432742783,0.3150400000000002,1,"Irrigation, Irrigation, auto-detected, auto-detected, Irrigation",0.3137120000000002,1,"Irrigation, Irrigation, auto-detected, auto-detected, Irrigation",-23.494826027665848,6.977798265838865,-23.395787400936733,6.942274621863986,517.1852274980936,503.59967099607894
2022-08-13,1491504,1328736,1307.35462,1307.73816,2176.64242,2267.69071,2243.84002,2238.05174,2234.5096,375.607931,0.0381386639,372.551676,0.0380889338,2428.95067,4942.14168,77.4848896977,14453.4638672,725.8605198485,0,151.7860100167,26.15703174491,7.44158836787,4.9724113667,2.5882919401,1366.0093137000001,-3.4192145200000006,-4.336397875,-6.584028544,-2.3244747040499996,2892.20422,2676.07302,2235.83063,2530.81052,2176.66169,2244.18595,2501.0653,2265.6688,2161.08053,2227.01081,2173.95511,2367.4072,2280.52913,2191.18812,2122.88564,2188.79085,2172.50859,2254.65124,0.0,0.0,0.0,0.0,0.0,0.0,38.5995145,2363.80576,0.0,0.177121004,0.0,0.0,99.0425003,0,29997.233891284894,5128.829718002114,1757.1822613051431,1666.5036695495048,987.381609309348,14909.28336845296,-159.50635735800003,-226.75024488374999,-249.27132067584,-110.1568562249295,-0.09337499999999999,0,,-0.09287199999999984,0,,6.963653441890861,6.963653441890861,6.926141070471615,6.926141070471615,524.1488809399845,510.52581206655054
2022-08-14,1500720,1328736,1307.38668,1307.77852,2173.25867,2264.17142,2240.35496,2234.53848,2231.025,366.36324,0.0413218368,363.35742,0.0411974965,2513.14142,4550.98219,75.3852930329,17730.81895,748.091957314,0,148.521819568,25.2482522307,7.5453924531,4.8980049805,2.5205067278,1292.0855684,-1.4858341999999998,-3.187107579,-4.983966555,-0.45894266000000017,3013.35569,2757.66839,2367.99599,2622.51896,2170.84469,2235.22559,2385.54486,2229.24089,2159.1989,2211.72532,2178.38368,2275.62304,2260.73571,2184.15307,2112.70831,2163.33343,2165.59376,2195.42427,0.0,0.0,0.0,0.0,0.0,0.0,38.6005702,2445.46163,0.0,0.177266622,0.0,0.0,105.0325016,0,29352.136992403506,4950.637657639653,1781.6935199505028,1641.566369214575,961.522906521144,14087.409772335051,-69.31416542999996,-166.65385530591,-188.6929737723,-21.749292657400016,-0.10482600000000009,0,,-0.10431900000000027,0,,7.8176378655919905,7.8176378655919905,7.7798271850561145,7.7798271850561145,531.9665188055765,518.3056392516066
